Unnamed: 0,text,label
4508,cronayekanduഒ ഡു ന്നവ ന് മാന്യ ന്,Fake
4104,ലേശം ഉളുപ്പ് foldedhandslightskintonefoldedhandslightskintonefoldedhandslightskintonefoldedhandslightskintone നമിച്ചു  ആരും പേടിക്കണ്ട ജാഗ്രത മതി,original
902,ജിഹാദികൾ ഇന്ത്യയെ തകർക്കും,Fake
2773,covid nochainalabusa    american lahbamp candrycovid usa amp dogampsnekblood,Fake
2551,രാജ്യദ്രോഹികളെ ഉന്മ്മൂലനം ചെയൂ സർക്കാരേ,Fake
4124,thiruvaathirakazhighadumpinammungji,original
2542,keralathil lithium kuduthalonnum prathishikandaveena pinangarayibeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyes,original
4214,കോപ്പിലെ ഭരണം അധികാരം ഉള്ളവർക്കു ഈ നാട്ടിൽ എന്ത് mi ആകാം എന്നതിന് ഉദാഹരണം കഷ്ടം middlefingermiddlefingermiddlefingermiddlefingermiddlefingermiddlefingermiddlefingermiddlefingermiddlefingerവിവേകത്തോടെ ഭരിക്കാൻ അറിയില്ലെങ്കിൽ രാജി വെച്ച് പോവുക plsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhands,original
658,correct,Fake
1649,nice,Fake
4904,വിജയന്റെ  thiruvathira,original
3967,  it was a planned virus spreading,Fake
1987,k s r t c യെ കണ്ടാൽ മന്ത്രി വരെ ഓടും ഇപ്പോൾ കൊറോണയും ഓടുവാണോ,Fake
1971,evarkku okke endum kanikkamm pavam njangal pravasikal   varsham koodubol  days leaveinu vannal   days veetil erikanm endu myy aaanuuu manfacepalmingmanfacepalmingmanfacepalmingmanfacepalmingmanfacepalmingmanfacepalmingmanfacepalmingmanfacepalmingmanfacepalmingmanfacepalming,original
2136,എന്ത് വെറുപ്പിക്കലാണ് ഇത് വിവരമുള്ള ഒരാളും ഇപ്പോൾ പാർട്ടിയിൽ ഇല്ലേ   അൻസാർ കലാഭവന്റെ ആ തിരുവാതിര ട്രോൾ വീഡിയോ ആണ് സൂപ്പർ,original
3604,ഈ വിവരദോഷികൾ ഉള്ളിടത്തോളം കേരളം മുടിവിലായിരിക്കും,original
1082,people get the government they deserve and they deserve what they get കഷ്ട്ടം frowningfacefrowningfacefrowningface,original
1820,erangi pokkode pinarayi kashtam,original
3455,സൂപ്പർ അവതരണംrosepersonraisinghandlightskintonethumbsup,original
4852,swayam marichotte pakshe mattullavare kootano,Fake
2817,വീണാ ജോർജിന് കോവിഡിനെ പേടിയില്ല ആ ഭാഗത്ത് തേക്ക് ഇല്ലെന്ന് രാജാവ്,original
4870,this is not theoryits true,Fake
1834,സിപിഎം എന്ന തൊഴിലാളി പ്രസ്ഥാനം ഒരു വികാരം ആയിരുന്നു ഇന്നു കാണിക്കുന്ന ഓരോ പ്രവർത്തിയും അതിന്റെ ക്യാപ്റ്റനും കൂടി എല്ലാ പ്രെതിച്ചയായും ഇല്ലാതാകും എത്ര ഉണ്ടാക്കിയാലും   അടി മണ്ണിൽ തീരണ്ടവരാണ് നമ്മൾ എന്ന് ഓർക്കാതെ പോകുന്നു,original
4057,വിവാഹത്തിനും മരണാനന്തര ചടങ്ങുകൾക്കും   പേർ പ്രവാസികൾക്ക്  ക്വറന്റൈൻ പാർട്ടിക്കാർക്ക് തിരുവാതിര,original
608,ലെ കൊറോണ  ആഹാ ഒന്നിനും mask ഇല്ലല്ലോ   ലെ വിജേട്ടൻ  കടക്ക് പുറത്ത് ,original
4044,ഒന്നും പേടിക്കണ്ട ജാഗ്രത മതി,original
542,കൊറൊണ വൈറസ് വീണ്ടും വീണ്ടും ജനതിക മാറ്റം വരുത്തി പുറത്ത് വീടുകയാണ് ചൈനയിലെ ഏതോ അധോലോക ലാബ്,Fake
1519,jagradhaya vendedh grinningfacewithbigeyesgrinningfacewithbigeyes,original
3833,kaaranavark aduppilum  ,original
2659,അധപതനം,original
3598,nammal ellam educated anu smilingfacewithtearfacewithtearsofjoy ellam comedy anu handwithfingerssplayedlightskintonefacewithtearsofjoy,original
2061,ellarum chiricho chirichoo election kazhiyumbozhum chirikkanefacewithtongue,original
614,padipu kudipoyende sukeda edu oka,original
2743,evaleyellam chattawar kondu adichodikkanamenragedfaceenragedfaceenragedfaceenragedface,original
369,പോടീ പെണ്ണുമ്പിള്ളേ എന്ത് വന്നാലും പ്രവാസികളുടെ നെഞ്ചത്തോട്ട് കേറിയാൽ മതിയല്ലോ കഷ്ടം loudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingface,original
5017,nale soojana maruo sajaaa,Fake
2624,adinu  uttara  koreayil  corona  vannavare  vedivachu  konnittundakum,Fake
4428,chinaye vidarut,Fake
2744,ithvare ithine paty karyamayi troll onum kandillalo ivide troll undakunavanmaaroke commiekal aanalle beamingfacewithsmilingeyes,original
646,കോളേജ് പയ്യൻ കൊല്ലപ്പെട്ടതിന് ദുഖം കോൺഗ്രസുകാർക്ക് ആണ്  cpm നേതാക്കൾ അതൊരു ആഘോഷം ആക്കി  ഒരുവശത്ത് അക്രമം അഴിച്ചുവിട്ടു  മറുവശത്ത് ആഘോഷം തിരുവാതിര ഡാൻസ്,original
2291,ഇവർ ഇത്ര confident ആണെങ്കിൽ ചൈനയിൽ എത്രയും പെട്ടന്ന് കേട്ടിവിടണം  ചൈനക് ഒരു സഹായം ആവും ,Fake
1729,did they over come this pandemic not getting any news about it,Fake
3073,facewithtearsofjoyfacewithtearsofjoy ചിരിപ്പിച്ചു കൊല്ലും കാക്ക facewithtearsofjoy മലകയറ്റം മതിലുകെട്ടൽ തിരുവാതിര ഇവളുമാരുടെ കാരൃംangryface,original
1238,കല്യാണവീട്ടിൽ ഒരു തിരുവാതിര വെച്ചാൽ   പേർക്ക് പങ്കെടുക്കാലോ thinkingfacethinkingfacethinkingface,original
1374,അവർ പറയുന്നപോലെ ചികിത്സ ചെയ്യാൻ അനുമതി കൊടുത്തു നിരീക്ഷണം ചെയ്യുണം results fail ആയാൽ ശിക്ഷിക്കണം,Fake
801,കെജ്‌രിവാലുദ്ധീൻ വലിയ  തമാശക്കാരനാണ് അഥവാ   ഡൽഹിയിലെ  മതേതറ നവോത്ഥാനനായകനാണ് ഹേ ,Fake
871,ee prandhane oke  anu aadhyam naadu kadathande,Fake
2966,tenzanian presidentine engine marichu,Fake
2627,നല്ല ഉപദേശങ്ങൾ,original
1994,ningalde naaku ponnavatte,Fake
2584,facewithtearsofjoyയജ്ജാതി  ട്രോൾ,original
1675,it s a manmade virus bioweapon they were on this project long time ago,Fake
3591,north korea lokam keezhadakkan vendi cheydirikkaaam,Fake
1928,this news already reported by gravitas,Fake
2461,ഏകാധിപതികൾ ഉള്ള ഒരു രാജ്യത്തും കൊറോണ വരില്ലwinkingfacewithtonguewinkingfacewithtongue,Fake
2687,thiruvathirakali kazhinju koovappodiviragiyadhumpuzhukumelaneerum koodi koduthalnannayirikum,original
2411,ഇതിൽ ഇല്ലുമിനാറ്റിയുടെ ഒരു കളി ഉണ്ടോ,Fake
901,oru oppana koode aakamayirunnurollingonthefloorlaughing,original
1592,super,original
974,ath sathiem thanne alledoappo aaa vaartha aarum mindan pattule,Fake
1607,നമുക്ക് എന്നും ജവാൻ മാത്രമേ ഉള്ള firefirefirefirehibiscushibiscushibiscus ലോക്കഡോൺ എപ്പോ വേണമെങ്കിലും വരും കുപ്പികൾ വാങ്ങി വച്ചോളു redheart ജയ് കൊറോണ smilingfacewithhorns,original
2241,ഇവർ മത പുരോഹിതന്മാർ അല്ല terrorist aanu,Fake
588,ഇത് എല്ലാം ഇവിടെ ഉള്ള മരുന്ന് കമ്പനി എല്ലാം അറിഞ്ഞു കൊണ്ടുള്ള പരിപാടിയാണ് ഇത് കൊണ്ട് ഏറ്റവും കൂടുതൽ ബിസിനസ്‌ ഉണ്ടാക്കിയത് കോവിഡ്ഷീൽസ് കൊവാക്സിൻ എന്നി കമ്പനിക് ഇന്ത്യയിൽ നിന്ന് കിട്ടി വലിയ കോർപ്പറേറ്റ് ആവാൻ ലോകത്തുള്ള  കോർപ്പറേറ്റ് കമ്പനി ഇത് പോലെ ഓരോന്ന് ഇറക്കും,Fake
3058,മുസ്ലിം ലീഗ് സമ്മേളനം നടത്തിയാൽ   പേർക്കെതിരെ പോലീസ് കേസെടുത്തു തിരുവാതിര ക്ക് കേസ് ഇല്ലേ സഖാവേ എന്ത് ഭരണമാണിത്,original
4322,മനുഷ്യൻ ദൈവത്തിൻ്റെ മുമ്പിൽ വെറും മണൽ തരികൾ മാത്രം,Fake
3723,എന്തിനാ ഈ വൈദ്യൻമാരുടെ പിന്നാലെ സമയം കളയുന്നത് ഇവർ പറയുന്നത് വല്ലതും മനസിലാക്കാനുള്ള കഴിവ് ഇന്നത്തെ തലമുറയ്ക്ക് ഉണ്ടോ വിദ്യാഭ്യാസ സ്ഥാപനങ്ങളിൽ നിന്ന് നേടിയതാണ് ഏറ്റവും വലിയ അറിവ് എന്ന് വിശ്വസിക്കുക ജീവിതത്തിൻ്റെ നല്ലൊരു പങ്കും പഠനം ജോലി എന്നിവയ്ക്ക് നീക്കിവയ്ക്കുക കഷ്ടപ്പെട്ട് മൽസരിക്കുക അഥവാ ഒന്നാമത് എത്താൻ കഷ്ടപ്പെടുക കൂടുതൽ പണം സമ്പാദിക്കണം എങ്കിലേ സക്സസ് ആകൂ എന്നിട്ട് വയസുകാലത്ത് ജീവനോടെ ഉണ്ടെങ്കിൽ ചാരുകസേരയിൽ ഇരുന്ന് മനസ്സിനെ പറഞ്ഞു വിശ്വസിപ്പിക്കാൻ ശ്രമിക്കണം ഞാൻ ഒരു ബുദ്ധിമാൻ ആയിരുന്നു ഞാൻ സ്വതന്ത്രമായി ജീവിച്ചു ഞാൻ അനുഭവിച്ചതായിരുന്നു യഥാർത്ഥ ജീവിതം എന്നൊക്കെ തലമുറകളായി നമ്മളെ ഭരിച്ചു കൊണ്ടിരിക്കുന്നവരുടെ കൈയിലാണ് നമ്മുടെ പ്രതികരണ ശേഷിയുടെ അളവുകോൽ അത് ഇതുപോലെ ഒരു കമൻ്റിൽ ഒതുങ്ങി പോകുമെന്നും അവർക്ക് നന്നായി അറിയാം,Fake
1068,രക്തസാക്ഷിയെ കിട്ടിയതിൻ്റെ ആലോ ഷ മാ യി മൊഗാ തിരുവാതിര  ലേശം ഉളുപ്പ്,original
211,today s presentation is excellent ,Fake
2268,അലോപ്പതി മനുഷ്യനെ രോഗിയാക്കുന്നു ആയുസ്സ് കുറക്കുന്നു  ആയുർവേദം രോഗം മാറുന്നുസൈഡ് എഫക്റ്റും ഇല്ല,Fake
916,ഈ  പൂരിമക്കള് കാരണം  പ്രവാസികൾക്ക് വരണ്ട,original
3849,കല്യാണത്തിൻ്റെ കൂടെ തിരുവാതിര നടത്തിയാൽ   പേരാ കാവോ,original
2926,science nte balathil kurakkunnavar pinneedu kuragal nirthikkolum,Fake
4141,ഭൂമിക്ക് ഭാരം കുറയട്ടെ അന്തരീക്ഷം നന്നാവട്ടെ,Fake
1276,this is from live science site that analysis showed that the quothookquot part of the spike had evolved to target a receptor on the outside of human cells called ace  which is involved in blood pressure regulation it is so effective at attaching to human cells that the researchers said the spike proteins were the result of natural selection and not genetic engineering,Fake
1650,ഇത് തിരുവാതിര അല്ല സംഹാര താണ്ടവം ആണ്,original
4637,മനുഷ്യരാശിക്ക് ഏറ്റവും ഭീഷണി തന്നെയാണ് ചൈന അവർ അവരുടെ കാര്യത്തിന് വേണ്ടി എന്ത് വൃത്തികേടും ചെയ്യും,Fake
3114,പിണറായി വിജയനെ മഹാബലിയായി ഇനി പ്രഖാപിക്കുമോഎന്തൊരു lyrics ലോകംമുഴുവൻ ശോഭിക്കുന്ന പാർട്ടി facewithtearsofjoyfacewithtearsofjoy ഭക്ഷ്യ കിറ്റ് കൊടുത്തു കറന്റ് ബില്ല് കൂട്ടിവയോജനങ്ങൾക്ക് ക്ഷേമപെൻഷൻ ഏകി രക്ഷിക്കാൻ അത് പിച്ച കൊടുക്കുന്നതല്ല അവരുടെ അവകാശമാണ് കഷ്ടം തന്നെ,original
3266,ഇതൊക്കെ എങ്ങനെ സാതിക്കുന്നു എന്നാ അറിയാത്തത്smirkingfacesmirkingface,original
665,ഇനി എല്ലാവർക്കും വീട്ടിലിരുന്നു ഡിസ്കോ കളിക്കാം അടച്ചു പൂട്ടുമ്പോൾ,original
3955,cpm raja baranam pole aayi,original
1977,പറഞ്ഞത് സത്യം ഇത് ചെറിയ ഒരു കൊറോണ അതു കറേ ആളുകളേം കൊണ്ടു വന്ന വഴിയേ പോക്യം ദൈവം ഭാവിയില്ലേക്ക് വേണ്ടി ഒരു test നടത്തിയതാണ് ഇത് പുതിയ ഡ്രസ്സും മാസ്ക്ക് തന്നു പഠിപ്പിച്ചു മനുഷ്യനെ നടക്കാൻ ഇനി ശുദ്ധവായു പോയിട്ട്നാറ്റം അസ്സഹനീയമായ  അവസ്ഥ കിടക്കുനതേ ഉള്ളൂ കലിയുഗ അന്ത്യത്തിൽ അത്രക്ക് മലിനമായ അവസ്ഥ ഉണ്ടാകും ഭുമി യിൽ,Fake
4680,സഗാവ്ടാ,original
3739,ലോക മാധ്യമം എന്ന താകളെ കുറിച്ച് എന്ത് പറയാൻ പണ്ട് മുംബൈയിലെ ചേരി പ്രദേശങ്ങളിൽ കോവിദ് ബാധിക്കുന്നത് report ചെയ്യാൻ കണ്ണിൽ എണ്ണ ഒഴിച്ച് കാത്തിരുന്നു ഒടുവിൽ വയിൽ കോലും ഇട്ട് മിണ്ടാതെ പോയി കുഭ് മേളക് വന്ന ഏതെങ്കിലും സന്യാസി കൊവിഡ് മനഃപൂർവം പരത്താൻ വേണ്ടി ആരുടെയെങ്കിലും തുപ്പിയോ ഡോക്ടർ മാരെ ഉപദ്രവിച്ചോ നഴ്സ്മാരെ ഉപദ്രവിചോ ഇല്ലല്ലോ കറിയാച്ച വേണമെങ്കിൽ കേരളത്തിലെ ജിഹാദി മാധ്യമങ്ങൾ അങ്ങനെ ഒരു വാർത്ത പടയ്കും പശ്ചമബംഗാളിലെ കള്ളനെ പിടിക്കാൻ പോയ പോലീസ് ഇൻസ്പെക്ടർ കള്ളൻ്റെ വീട്ടുകാരും പള്ളിയിൽ കൂടിയ ആൾക്കാരും ചേർന്ന് തല്ലി കൊന്നപ്പോൾ അത് കേരളത്തിൽ അതൊരു വാർത്തയെ അല്ലായിരുന്നു എന്ന് പറഞ്ഞത് പോലെയാണ് ഈ വിദേശി മാധ്യമങ്ങളും ബിഹാറിൽ ഒരു കള്ളനെ പിടിച്ചു നാട്ടുകാർ തല്ലീയപ്പോൾ കള്ളൻ ചത്തത് ആൾക്കൂട്ട കൊലപാതകം പോലീസ് കരനെ തല്ലി കൊന്നപ്പോൽ അത് സെക്യുലർ  സമാധാന സംഭവം ഇന്തെന്തരെ കരിയച്ചാ,Fake
166,asianet don t see how many people die every day by the treatments in today s so called modern hospitals because of medical negligence and use of modern medicine on human it s huge why don t you do a research on that the natural living will improve health so there will be no diseases you can try that also please do the research first on both sides and then come to a conclusion that s the fair approach,Fake
332,ccovid നിയന്ത്രണം,original
2934,ചൈന  ആയുള്ള  എല്ലാ ബന്ധവും  ഉപേക്ഷിക്കുന്നത്  ആണ് ഇന്ത്യക്ക്  നല്ലത് എല്ലാം  വില  കുറവ്  ആണ് കൊറോണ വരെ  വെറുതെ  തന്നതാണ്,Fake
3353,വിദ്യാഭ്യാസമില്ലാത്തവർ  അധികാരത്തിൽ  വന്നാൽ ഇങ്ങനെ  ഒക്കെ ഇരിക്കും,original
2855,msmilingfacewithhorns,Fake
262,ഇതെല്ലാം ജനങ്ങളാണ് പാലിക്കേണ്ടത് അല്ലാതെ ഭരണകക്ഷിയൊ പാർട്ടിയൊ അല്ലാ rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing,original
458,പുതുവർഷ ആഘോഷങ്ങൾപള്ളി ആരാധനകൾ ഒമിക്രോന്റെ പേരിൽ മാറ്റിവച്ചിട്ട് ഈ ആഘോഷത്തിന് ഒമിക്രോൺ ബാധകമല്ലേ,original
439,ivar parayunnath sheriyanonu onnu nokkikoode oru rand rogikale kodukoo,Fake
3187,pinarayi facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyrollingonthefloorlaughingrollingonthefloorlaughing,original
846,എല്ലാം ശരിയാക്കി തരാം എന്ന് പറഞ്ഞപ്പോ ഇത്രയും പ്രതീക്ഷിച്ചില്ല,original
3097,എന്ത് സന്ദേശമാണ് സമൂഹത്തിനു നൽകുന്നത്,original
3755,ശരിക്കും കാരണഭൂതനിട്ടു താങ്‌യതാണോ facewithhandovermouthfacewithhandovermouth,original
2539,ഇതുപോലെ ഉളുപ്പ് ഇല്ലാത്ത ഒരു വർഗ്ഗത്തെ ആണ് പ്രബുദ്ധരെനനു മിഥൄധാരണ ഉള്ള വിഡഡികളായ മലയാളികൾ തിരഞ്ഞെടുത്തത് there is no difference between modi and pinarai,original
2035,mask  kal  better glouse  annu bhai,Fake
2122,ഒറ്റപെട്ട സംഭവം,original
2747,ithrayum vivaramillatha allano c m mukyamandrimarum party nedakkanmarkkum ivarennum niyamam palikkathe sadarana janangalano kelkendath ath orikkalum nadkkoola avarkk janangalod parayan oru arhathyumilla,original
3843,മാഷേ അവതരണം സൂപ്പർbouquetbouquetbouquet,original
2720,don’t buy chinese product as much as possible china s development is a threat to other countries,Fake
1013,ഏതായാലും ഒരു കാര്യം ഉറപ്പിക്കുക ചൈന ഉണ്ടാക്കിയ വയറസാണ് അത് സ്‌പ്രെഡ്‌ ആയത് അറിഞ്ഞോ അറിയാതെയോ ആകാം ഇനി വേറെ സ്ഥലങ്ങളിൽ പടരാതിരുന്നത് അവർക്കറിയാമല്ലോ ഈ വയറസിന്റെ സ്വഭാവം so precautions എടുത്തു,Fake
2085,കൊറോണ ചൈനയുടെതാണ് എങ്കിൽ  ചൈനക്ക് തിരിച്ചടി ഉറപ്പാണ്,Fake
3561,asianet news kallan marr,Fake
3602,truethumbsup,Fake
1793,ഇതിലും വലിയ സെൽഫ് ട്രോൾ സ്വപ്നങ്ങളിൽ മാത്രം rollingonthefloorlaughing,original
4757,കോവിഡ് കൃഷി കേരളത്തിൽ നന്നായി വളർന്നു കാരണം ചൈനയിൽ നിന്നാണെല്ലോ കോവിഡ് വന്നത്,original
1529,നല്ലൊരു മൈര്,original
1619,ഒരു ഉളുപ്പുമില്ലാത്ത വർഗ്ഗം,original
3883,wy not its frm us so quickly effectd us how viruses quickly travel to us,Fake
2909,ഉഷാർ,Fake
2194,ചങ്കിലെ ചൈന grinningfacegrinningfacegrinningface,Fake
2309,ഇവട്ടകൾക് ഉളുപ്പില്ല അടിച്ചു ഓ ടിക്കറുതോ evattakale കുറെ ഉളപ്പിലാചികൾ ആടാനും വന്നിരിക്കുന്നു ലജ്ജയില്ലാതെ,original
3953,പുരുഷ സഖാക്കൾ  വനിതാ സഖാക്കൾ  സമത്വം പറയുന്ന പുരോഗമന പ്രസ്ഥാനം,original
1610,വീണ ജോർജ് കോവിഡ് റാണി facewithtearsofjoy,original
2801,namude cm muthanu pulli americayil poya timil namkku vishamam avandu nikananu ee programme sponser cheythadhtnx cm i really enjoyedfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,original
2813,november i ll corona pokum,Fake
2561,ആരാണ് പറഞ്ഞത് മാസ്ക് ധരിച്ചില്ല മുകളിൽ അല്ല താഴെ ആണ് എന്ന് മാത്രം പിന്നെ ഈചാണകം തലയിൽ ഒഴിച്ചാൽ മതിയൂപിയിൽ കണ്ടലൊ,Fake
2749,അമ്മായിഅച്ഛനും മരുമകനും കേരളം മുടിപ്പിയ്ക്കുവാണ്,original
4997,ഇനി ചൈന ക്കു എതിരെ ഒരു പ്രമേയം ആയാലോ  p,Fake
1300,janangal thanne aanu utharavaadikal avar alle peru mazhakkidayilum covid nte idayilum bhraanthamaayi  poyi vote cheythu jayippichathu nota enna oru option undaayittu koodi ivare jayippichuthat means people like thesepeople deserve it,original
2967,super,original
728,too good perception,Fake
1635,polichubroevanmarkku nanamilla,original
1390,ethil appuram നാണക്കേഡ് വന്നിട്ടില്ല cpmneadipoli nalla avatharanam,original
4400,sathyam evark allam avam,original
1547,avara konda igana undayad sahib a,Fake
1489,jangal vidikal,original
2655,ഇയാളും എന്തിനാ ഇങ്ങനെ പറയുന്നേ മുസ്ലിം വിരോധി താനും സപ്പോർട് ചെയ്തോ,Fake
3619,അവിടെ ശവമടക്ക് ഇവിടെ തിരുവാതിര grinningsquintingface,original
2670,ഇതെല്ലാം ജനങ്ങളാണ് പാലിക്കേണ്ടത് അല്ലാതെ ഭരണകക്ഷിയൊ പാർട്ടിയൊ അല്ലാ,original
1239,ട്രോളണ്ട  ബി അമ്മിണിക്കുട്ടിയും ജെ മാടശ്ശേരിക്കാരിയും അടക്കമുള്ള പുരോഗമിനികൾക്ക് ഇതിൽ കൂടുതൽ    കാല് അടുപ്പിച്ചു പിടിക്കാൻ ആവില്ലെന്ന്    മാലോകർക്കറിയാം മിസ്റ്റർ ,original
3111,അവരുടെ ഭാഗം തെളിയിക്കാൻ അവർക്ക് ഒരു അവസരം കൊടുത്തുകൂടെ അലോപ്പതിക്കാർ മറ്റുള്ളവരെ വളരാൻ സമ്മതിക്കില്ല,Fake
4303,ഇവർക്കൊന്നും സത്യത്തിൽ ബുദ്ധി ഇല്ലെ  സിനിമയിൽ കാണിക്കുന്നത് വെറുതെ അല്ല,original
3862,thanks brother thumbsuprose,Fake
2976,നല്ല അവതരണം,original
3476,comadi rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing,original
4741,പിണറായി രാജാവിന്റെ ഓരോ ലീലാവിലാസങ്ങൾ rollingonthefloorlaughing,original
286,മാസ്ക് ധരിക്കാതെ ഗം ൽ വന്നതിന് ഒരു ഫൈൻ ഇടട്ടെbeamingfacewithsmilingeyes,original
1506,ആരോട് പറയാൻ ആര് കേൾക്കാൻ smirkingfacesmirkingfacesmirkingface,original
2783,ഓരോ പ്രാന്ത്,original
4721,സത്യം എന്നായാലും പുറത്ത് വരും ഇപ്പൊ തന്നെ തള്ളി marikkallay,Fake
1693,അതിനുസ്റ്റേജിലുള്ള എല്ലാവരും മാസ്ക് ഇട്ടിട്ടുണ്ടലൊ പിന്നെന്താ പ്രശ്നം,original
822,pakarcha vyadi kurache kala mayirikum undakuka ennu nabi sa parannitunde,Fake
1676,ചൈന യെ വെറുതെ വിട്ടുകൂടാ ആ നശിച്ച രാജ്യം ഇനി വേണ്ട,Fake
666,mangoliya ഇതിൽ ethil പെടും  ചൈന അവിടെ population കുറയ്ക്കാന്‍ ചെയ്തത് ആവാം വൈറോളജി institute നിന്നും virus sample നഷ്ടപ്പെട്ടത് അവർ പരാതി പറഞ്ഞതായി ന്യൂസ് ഉണ്ടായിരുന്നു,Fake
220,കൊറോണ ഒക്കെ ഇങ്ങനെ പേടിക്കേണ്ട കാലം ഒക്കെ കഴിഞ്ഞുഇനിയും പേടിച്ച് ഇരുന്നാൽ irikkathe ഉള്ളൂ,Fake
2065,shame,original
2107,കല്ല്യാണവീട്ടിൽ തുരുവാതിര കളിക്കുന്നതുകൊണ്ട് കുഴപ്പംഉണ്ടൊ ആവൊ thinkingfacethinkingface,original
654,ജാതി മത ഭേദം ഇല്ലാത്ത ആൾ facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,original
809,kattu kallan sakhavu,original
2992,asugam  ulla  janggale  avar  illaema   cheyunnu  koullunnu,Fake
506,cpm and it s party conferences being held throughout  the statedisregarding covid protocol management are solely responsible for the rampant spread of covid   in the state to alarming levels the party leaders have organized massive programs like thiruvathirakali etc the central government and the ministry of health should order an urgent inquiry in to the abuse of protocol rules,original
2919,ലോകത്ത് അല്ല കേരളത്തിൽ എന്നല്ലേ,original
5069,aalukal ellam pottan mmar ann enn kerutharuthavanavante avishyathin vendi karyangal nadathunna eee virthiketta bharanamsmirkingface ultimate puchham,original
3260,enna koprayam kaanichaalum thullaan aalundavum ennullathaanu athisayam,original
3225,ഈ പറഞ്ഞതാണ് വാസ്തവം ഈ അസുഖം കുറേയേറെ പേരെ കീഴടക്കും ചിലർ മരിക്കും ശരീരത്തിൽ പ്രതിരോധം വർദ്ധിക്കുമ്പോൾ പിന്മാറും ഒരാളിൽ കോവിഡ് കേറി കഴിഞ്ഞാൽ രണ്ടോ മൂന്നോ ആഴ്ച കാര്യമായ ലക്ഷണങ്ങൾ ഉണ്ടെങ്കിൽ ജാഗ്രത കാണിച്ചാൽ മതി ഒരു പ്രശ്നവും ഇല്ലാത്തവരിൽ കൂടിയാൽ   ആഴ്ചവരെ പോസിറ്റീവ് കാണിക്കും പക്ഷേ രോഗം പരത്തില്ല രോഗം ക്ഷമിച്ചാലും ഒരു തരം അമ്ലം നിലനിൽക്കുന്നതാണ് പോസിറ്റീവ് കാണിക്കാൻ കാരണം,Fake
237,പൊളിച്ചു അച്ചായോ ഇടക്ക് ഇങ്ങനത്തെ നല്ല നല്ല വാർത്തയും കൊടുക്ക്,Fake
2093,യേണ്ടുകൊണ്ട് ഒരുപാട്  അകലെയുള്ള  അമേരിക്കയിൽ  രോഗം  വളർന്നു  പന്തലിച്ചു അമേരിയെ  സാംബാറ്റിഗ്മായി  നശിപ്പിക്കാൻ  ഉള്ള  ചൈനയുടെ  നിഗൂഡ  നീക്കം,Fake
3376,ithanne njan postittirunnu chainagude sandesam ithanu lokathinu mathramalla chainayilulla janangale thanne thelivillathe konnodukkanulla gooda sandesamanu corona virusproduction,Fake
638,super presentation thumbsupthumbsup,original
1287,jacob വടക്കാഞ്ചേരിക്ക് രോഗികളുടെ കൂടെ കിടക്കാൻ അവസരം കൊടുത്ത് അദ്ദേഹത്തെ അപകടത്തിലേക്ക് വിടുന്നത് medical ethicsന് എതിരാണ് അതുകൊണ്ട് അദ്ദേഹത്തെ അതിന് അവർ അനുവദിക്കുകയില്ല ഇത് എല്ലാവരെക്കാളും നന്നായിട്ട് jacobന് അറിയാം അതുകൊണ്ടാണ് പുള്ളിക്ക് നല്ല confidence,Fake
3505,enthu party aanu ithu full vattan mar anallo,original
60,ഇവിടെ ഡെൽറ്റ യുണ്ട്  ഒമിക്രോണുണ്ട്  കോവി ഡുണ്ട് കൂടാതെ തിരുവാതിര യുടെ പുതിയ വക ദേദമുണ്ട്  മണ്ടൻമാരായ മന്ത്രിമാരുണ്ട്  അടിപൊളി മുഖ്യനുണ്ട് ഇനിയെന്ത് വേണം ചെകുത്താന്റെ സ്വന്തം നാടിന്foldedhandsfoldedhandsfoldedhands,original
1512,വളർത്തു  നായ  പോലെ  ആണ് കൊറോണ  വൈറസ് ഉടമസ്ഥൻ  വിളിച്ചാൽ  കൂട്ടിൽ  കയറും,Fake
531,ivarku onnum mask venda pavam pidicha pravasi  varshangal kazhinju avaru avrude kudubathe kanan varumpol  quratine kashtam enthoru nadu,original
2012,ചൈനയുടെ ഇപ്പോഴത്തെ അവസ്ഥ എന്താണ് ഒരു വാർത്തയും കേൾക്കുന്നില്ല,Fake
4895,അവർക്കു  മനസാക്ഷി  ഇല്ലാത്തവരാണ് കാരണം  കണ്ട  പാറ്റയും പാമ്പും പട്ടിയെയും  ഒക്കെ  തിന്ന്  ഇവർ  ക്രൂരന്മാർ  ആയി  മാറുന്നു foldedhands,Fake
